iter	Logloss
180	0.01216691777
181	0.01215997768
182	0.01214934305
183	0.01213837118
184	0.01212511646
185	0.0121217084
186	0.01211971444
187	0.01211247079
188	0.01210150032
189	0.01209792764
190	0.01209438612
191	0.01207923599
192	0.01207314459
193	0.01206306946
194	0.01205181481
195	0.01204483895
196	0.01203553311
197	0.0120238253
198	0.01201208703
199	0.01200197846
200	0.01199522154
201	0.01198807661
202	0.01197681736
203	0.01197001961
204	0.01196410847
205	0.01194896339
206	0.01194039587
207	0.01193058573
208	0.0119228755
209	0.01191435362
210	0.01189953903
211	0.0118880312
212	0.01187657821
213	0.01186548067
214	0.01185406807
215	0.01184556891
216	0.01183435992
217	0.01182967503
218	0.01182260138
219	0.01181603297
220	0.01180049303
221	0.01175141106
222	0.01174225706
223	0.0117350392
224	0.01172275053
225	0.01171498491
226	0.01170726621
227	0.01169981259
228	0.01169423446
229	0.01168876556
230	0.01167929344
231	0.01167065291
232	0.01166534408
233	0.01165825316
234	0.01165136523
235	0.01164780122
236	0.01164083596
237	0.0116318978
238	0.01162520344
239	0.01161302523
240	0.01160066941
241	0.01159484019
242	0.01158876892
243	0.01158468656
244	0.01158091547
245	0.01157707359
246	0.01157493078
247	0.01156144074
248	0.01155545054
249	0.01154569635
250	0.01153981242
251	0.01152756051
252	0.01151800823
253	0.0115096016
254	0.0114784601
255	0.0114664583
256	0.01145611326
257	0.01145309541
258	0.01144597127
259	0.01144064138
260	0.0114383054
261	0.01142644275
262	0.01142330873
263	0.01141811923
264	0.01141274109
265	0.01140528435
266	0.01139737754
267	0.01139238418
268	0.01138355237
269	0.01138179379
270	0.0113761143
271	0.01137109845
272	0.0113648926
273	0.01136058344
274	0.0113519059
275	0.01134760321
276	0.01134294654
277	0.01133658444
278	0.0113340597
279	0.01132613691
280	0.01131633958
281	0.01131206119
282	0.01130463441
283	0.01129725747
284	0.01128890238
285	0.01128714253
286	0.01128213546
287	0.01127666519
288	0.01127056961
289	0.01126559352
290	0.01125790594
291	0.01125257154
292	0.01124582998
293	0.01124025373
294	0.01123026981
295	0.01121823422
296	0.01121010505
297	0.011203159
298	0.0111969092
299	0.01119048627
300	0.01118636484
301	0.01118137788
302	0.0111752974
303	0.01117106257
304	0.01116624443
305	0.01116248585
306	0.01115373019
307	0.01115211963
308	0.01114615611
309	0.01114082211
310	0.01113753377
311	0.01113291411
312	0.0111266842
313	0.01112127457
314	0.01111472804
315	0.01110920283
316	0.01110413989
317	0.01109454567
318	0.01109121929
319	0.01108728411
320	0.01108574531
321	0.01107990006
322	0.01107884217
323	0.01107297558
324	0.01106649738
325	0.01106053002
326	0.01105681344
327	0.01104954128
328	0.01103980936
329	0.01103863751
330	0.01103426333
331	0.01102946278
332	0.0110287695
333	0.01102211483
334	0.01101759773
335	0.01101305929
336	0.01100925091
337	0.0110078673
338	0.01100137419
339	0.01099603932
340	0.01099193263
341	0.01098602511
342	0.01098415605
343	0.01097964485
344	0.01097447186
345	0.01096971395
346	0.01096743809
347	0.01096043214
348	0.01095524991
349	0.01095286518
350	0.010949382
351	0.01094241263
352	0.01093639768
353	0.01093302362
354	0.01093242355
355	0.01092293136
356	0.01091780517
357	0.01091232362
358	0.01091022366
359	0.01090556152
360	0.01089978238
361	0.01089673282
362	0.01089161737
363	0.01088634729
364	0.0108823295
365	0.01086817785
366	0.01086373759
367	0.01085923779
368	0.01085544318
369	0.01085362302
370	0.01084816289
371	0.01084434577
372	0.01083740141
373	0.01083248717
374	0.01082893334
375	0.01082211828
376	0.01081840501
377	0.01081718627
378	0.01081483789
379	0.01081065155
380	0.01080391062
381	0.01079555786
382	0.01079339761
383	0.01078922277
384	0.01078155614
385	0.01077606394
386	0.01077117689
387	0.01076695776
388	0.01076293998
389	0.01075966706
390	0.0107572111
391	0.01075073054
392	0.01074416394
393	0.01074047078
394	0.01073386255
395	0.01072953835
396	0.01072218843
397	0.01071531345
398	0.0107098453
399	0.01070898746
400	0.01069692986
401	0.01069221995
402	0.01068402344
403	0.01067790827
404	0.01067176358
405	0.01066437918
406	0.01066142525
407	0.01065895045
408	0.01065524083
409	0.01065357772
410	0.01064560162
411	0.01064292153
412	0.01063992278
413	0.01063898562
414	0.01063438117
415	0.01062905927
416	0.01062593273
417	0.0106185922
418	0.01061668047
419	0.01061081423
420	0.01060481853
421	0.01059987022
422	0.01059899835
423	0.01059403451
424	0.01059304129
425	0.01058776677
426	0.01056945469
427	0.0105683158
428	0.01056413243
429	0.01055951864
430	0.01055347729
431	0.01054930952
432	0.01054793961
433	0.01054718057
434	0.01054440508
435	0.01053599446
436	0.01053504953
437	0.0105293945
438	0.01052233648
439	0.01051845977
440	0.01051554204
441	0.01051288937
442	0.01051165966
443	0.01050884023
444	0.01050496109
445	0.01049987331
446	0.01049820256
447	0.01049661443
448	0.01049398962
449	0.01047827613
450	0.01047723429
451	0.01047579646
452	0.01046936077
453	0.01046198173
454	0.01045492317
455	0.01045225568
456	0.01045150229
457	0.01045024064
458	0.01044651011
459	0.01044455785
460	0.01044333751
461	0.01044045919
462	0.01044004608
463	0.01043635927
464	0.01043495567
465	0.01043171238
466	0.01042934778
467	0.01042598726
468	0.01041997721
469	0.01041632546
470	0.01041255221
471	0.01040804968
472	0.01040446005
473	0.0104003658
474	0.01039483723
475	0.0103940208
476	0.0103906832
477	0.01039030908
478	0.01038966552
479	0.01038502386
480	0.01038119768
481	0.01037649642
482	0.01037514015
483	0.01036850049
484	0.01036646684
485	0.01036188751
486	0.01035728346
487	0.0103539824
488	0.01035100915
489	0.01034940874
490	0.01034649899
491	0.01033904717
492	0.01033549772
493	0.01033140823
494	0.01032994327
495	0.01032783116
496	0.01032062805
497	0.01031802424
498	0.01031411041
499	0.01030995015
500	0.01030532795
501	0.01030477076
502	0.01030026492
503	0.01029367032
504	0.0102904554
505	0.01028864889
506	0.01028029345
507	0.01027391172
