iter	Logloss
0	0.4934989832
1	0.3527831606
2	0.2547454335
3	0.1887830341
4	0.1433381476
5	0.09358589231
6	0.0647821992
7	0.04799225852
8	0.03803564975
9	0.03175289053
10	0.02778505569
11	0.0249709772
12	0.02299992984
13	0.02162486017
14	0.02047366799
15	0.01961648203
16	0.01894286617
17	0.01845538359
18	0.0179839138
19	0.01762758516
20	0.01735173836
21	0.01715440684
22	0.01693696376
23	0.01676538592
24	0.01663384691
25	0.01646310953
26	0.01632373781
27	0.0162515228
28	0.0161806981
29	0.01603940312
30	0.01594974451
31	0.01588242923
32	0.01584707594
33	0.01579685318
34	0.01573839185
35	0.01564211264
36	0.01554220874
37	0.01549561487
38	0.01544022075
39	0.01538389582
40	0.01530397692
41	0.01523327906
42	0.01515067034
43	0.01508899471
44	0.01503032649
45	0.01496991995
46	0.01491896474
47	0.01485353523
48	0.0148232893
49	0.0147710154
50	0.01472162213
51	0.0146832693
52	0.01464690837
53	0.0146087164
54	0.01456512797
55	0.01452654685
56	0.0144914376
57	0.01445264313
58	0.01441696075
59	0.01439421824
60	0.01436437063
61	0.01432516287
62	0.01430533264
63	0.01427028628
64	0.01424674127
65	0.0142158573
66	0.01418150902
67	0.01415902179
68	0.0141378972
69	0.01411657352
70	0.0141041791
71	0.01407936333
72	0.0140559697
73	0.01402889109
74	0.01400826297
75	0.01398517661
76	0.01396412072
77	0.01394338633
78	0.01392006286
79	0.01389839397
80	0.01388629146
81	0.01386525198
82	0.0138457402
83	0.01382534633
84	0.01381188195
85	0.01377635035
86	0.0137688422
87	0.01375419761
88	0.01372942189
89	0.01371342479
90	0.01369811621
91	0.0136837909
92	0.01365704133
93	0.01364045981
94	0.01362594978
95	0.01361515778
96	0.01359843689
97	0.01348753052
98	0.01346337996
99	0.01344108258
100	0.01342174361
101	0.01339612475
102	0.01338708112
103	0.01337401203
104	0.0132770766
105	0.01326989163
106	0.01325928726
107	0.01324440125
108	0.013225387
109	0.01321153711
110	0.01320529211
111	0.01315289523
112	0.01314587505
113	0.01312656351
114	0.01311453781
115	0.01306693261
116	0.01305783477
117	0.01304985911
118	0.01302877179
119	0.01301588792
120	0.0129821295
121	0.01297598844
122	0.01296123825
123	0.01294375515
124	0.01293256062
125	0.01292222473
126	0.01290383473
127	0.01288910602
128	0.01287535687
129	0.01286143741
130	0.01284560957
131	0.01282789422
132	0.01281559027
133	0.01280518883
134	0.01279237408
135	0.01276000903
136	0.01274980566
137	0.01273951255
138	0.01272246451
139	0.0126942646
140	0.01268503039
141	0.01266091202
142	0.01263872018
143	0.01261361987
144	0.01259774467
145	0.01259091116
146	0.01257593
147	0.01250593879
148	0.01249341796
149	0.01248290119
150	0.01246675167
151	0.01245738412
152	0.01244641816
153	0.01243218164
154	0.01242771327
155	0.01241898272
156	0.01239160936
157	0.01237918422
158	0.01236660474
159	0.01235260319
160	0.01234367818
161	0.01233480404
162	0.01232519653
163	0.01231446247
164	0.01230748638
165	0.0123003389
166	0.01228710008
167	0.01228046414
168	0.01227353476
169	0.01227058797
170	0.01225829412
171	0.01224854428
172	0.01224170229
173	0.01223344414
174	0.01221844793
175	0.01220733332
176	0.0122033543
177	0.01219139846
178	0.01218612416
179	0.01217378293
